Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Rahim Ahmed,Pallmall Group,13,Sewing,55,Medium,Light,Average,0,Minor_Chronic,Advanced,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,6,Dyeing,63,None,Heavy,Poor,0,Minor_Chronic,Advanced,Day,Rare,High
Nazia Sultana,Pallmall Group,16,Sewing,43,None,Light,Average,1,Minor_Chronic,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,19,Sewing,67,None,Light,Poor,0,Minor_Chronic,None,Day,Rare,Medium
Shamina Begum,Pallmall Group,35,Packaging,43,None,Heavy,Average,2,Healthy,None,Day,Occasional,High
Fariha Khan,Pallmall Group,8,Cutting,44,Medium,Heavy,Good,0,Healthy,Advanced,Day,Frequent,Medium
Fariha Khan,Pallmall Group,37,Cutting,42,Low,Heavy,Poor,2,Healthy,Basic,Day,Occasional,High
Fariha Khan,Pallmall Group,21,Cutting,43,Medium,Light,Poor,0,Serious_Chronic,None,Day,Rare,High
Rasel Hossain,Pallmall Group,1,Supervisor,42,None,Light,Average,0,Serious_Chronic,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,23,Sewing,61,None,None,Good,1,Healthy,Advanced,Day,Occasional,Low
Fariha Khan,Pallmall Group,7,Machine_Maintenance,38,None,Light,Poor,0,Healthy,Basic,Night,Rare,Medium
Shamina Begum,Pallmall Group,10,Packaging,28,None,None,Average,0,Healthy,Advanced,Night,Frequent,Low
Taslima Akter,Pallmall Group,12,Sewing,42,Medium,Heavy,Good,1,Healthy,Basic,Evening,Rare,Medium
Nazia Sultana,Pallmall Group,16,Supervisor,53,None,Heavy,Poor,2,Minor_Chronic,Basic,Night,Occasional,High
Nazia Sultana,Pallmall Group,7,Sewing,31,Low,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,20,Sewing,32,None,None,Average,3,Healthy,Basic,Night,Rare,Medium
Shamina Begum,Pallmall Group,17,Packaging,62,Low,None,Average,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,29,Packaging,40,Medium,Heavy,Good,0,Serious_Chronic,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,17,Dyeing,37,Low,Light,Poor,0,Healthy,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,30,Sewing,38,Low,Light,Good,1,Healthy,Basic,Night,Occasional,Low
Rahim Ahmed,Pallmall Group,37,Ironing,45,High,Light,Good,0,Healthy,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,31,Packaging,61,Low,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Rahim Ahmed,Pallmall Group,10,Cutting,66,None,Heavy,Poor,0,Healthy,None,Day,Occasional,High
Abdul Latif,Pallmall Group,24,Cutting,68,None,Light,Good,0,Minor_Chronic,None,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,32,Sewing,50,Low,Light,Average,0,Minor_Chronic,Basic,Evening,Occasional,Low
Fariha Khan,Pallmall Group,37,Sewing,34,Low,Heavy,Average,1,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,40,Machine_Maintenance,66,None,Light,Average,1,Healthy,Basic,Day,Rare,Medium
Rasel Hossain,Pallmall Group,7,Cutting,30,None,None,Average,1,Minor_Chronic,None,Night,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,10,Supervisor,39,High,Light,Good,2,Healthy,Basic,Evening,Frequent,Medium
Taslima Akter,Pallmall Group,21,Cutting,34,None,None,Poor,0,Healthy,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,23,Packaging,53,None,Heavy,Poor,0,Healthy,Basic,Evening,Rare,Medium
Fariha Khan,Pallmall Group,40,Sewing,60,None,Light,Good,1,Healthy,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,16,Cutting,64,Medium,Heavy,Good,0,Healthy,Basic,Night,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,11,Sewing,42,None,Light,Average,0,Serious_Chronic,Basic,Evening,Frequent,Medium
Shahidul Islam,Pallmall Group,31,Cutting,29,Low,None,Good,2,Minor_Chronic,None,Day,Rare,Medium
Fariha Khan,Pallmall Group,14,Ironing,68,None,Light,Average,0,Healthy,None,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,15,Supervisor,34,Low,Heavy,Poor,2,Minor_Chronic,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,21,Dyeing,59,Medium,None,Good,0,Healthy,Basic,Night,Rare,High
Shamina Begum,Pallmall Group,27,Sewing,31,None,Light,Average,1,Healthy,Advanced,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,19,Sewing,47,Low,Heavy,Poor,0,Healthy,Basic,Night,Occasional,Medium
Mariam Noor,Pallmall Group,32,Sewing,63,None,Light,Average,1,Healthy,Advanced,Day,Frequent,Low
Abdul Latif,Pallmall Group,9,Ironing,59,None,Light,Average,1,Minor_Chronic,None,Evening,Rare,Medium
Shahidul Islam,Pallmall Group,39,Packaging,55,Medium,Light,Good,1,Healthy,Advanced,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,31,Machine_Maintenance,40,None,Heavy,Poor,1,Minor_Chronic,Basic,Evening,Occasional,High
Shamina Begum,Pallmall Group,32,Sewing,28,Low,Light,Poor,0,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,1,Ironing,62,None,Heavy,Average,0,Healthy,None,Day,Occasional,High
Mariam Noor,Pallmall Group,32,Ironing,57,None,Light,Good,1,Healthy,None,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,32,Dyeing,63,None,Heavy,Average,0,Serious_Chronic,Basic,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,40,Ironing,52,Low,None,Average,0,Healthy,None,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,12,Packaging,43,None,None,Average,0,Healthy,None,Day,Frequent,Low
Nazia Sultana,Pallmall Group,29,Dyeing,46,Low,Heavy,Poor,2,Healthy,Basic,Night,Frequent,High
Mariam Noor,Pallmall Group,32,Sewing,28,None,Heavy,Average,2,Healthy,None,Day,Occasional,High
Mariam Noor,Pallmall Group,12,Packaging,32,None,Light,Poor,1,Minor_Chronic,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,25,Sewing,49,Medium,Light,Good,0,Minor_Chronic,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,21,Packaging,51,Medium,Heavy,Poor,0,Serious_Chronic,Basic,Evening,Occasional,High
Shahidul Islam,Pallmall Group,38,Cutting,64,None,None,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,1,Ironing,63,Low,Light,Poor,1,Healthy,Advanced,Day,Occasional,High
Fariha Khan,Pallmall Group,37,Machine_Maintenance,63,None,Heavy,Average,0,Healthy,Advanced,Evening,Occasional,High
Rasel Hossain,Pallmall Group,38,Machine_Maintenance,31,Medium,Light,Average,1,Healthy,Basic,Day,Frequent,Medium
Shahidul Islam,Pallmall Group,25,Packaging,63,Medium,Light,Average,1,Serious_Chronic,Basic,Night,Occasional,High
Shamina Begum,Pallmall Group,14,Ironing,45,Medium,Heavy,Poor,0,Healthy,Basic,Night,Frequent,High
Shahidul Islam,Pallmall Group,33,Packaging,43,Medium,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,39,Ironing,68,None,None,Average,0,Healthy,Advanced,Night,Occasional,Low
Abdul Latif,Pallmall Group,10,Packaging,45,Medium,Heavy,Average,0,Healthy,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,2,Cutting,49,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,5,Supervisor,29,None,Heavy,Average,1,Healthy,Basic,Evening,Rare,Low
Rasel Hossain,Pallmall Group,8,Machine_Maintenance,48,None,Heavy,Average,1,Minor_Chronic,Advanced,Night,Rare,High
Nazia Sultana,Pallmall Group,5,Packaging,63,High,None,Good,0,Healthy,Advanced,Night,Occasional,High
Mariam Noor,Pallmall Group,8,Sewing,66,Medium,None,Average,0,Healthy,Advanced,Evening,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,38,Sewing,66,None,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,30,Packaging,56,Low,Light,Good,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,31,Sewing,53,Medium,Light,Poor,0,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,40,Packaging,48,None,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,11,Ironing,44,None,Light,Poor,1,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,7,Cutting,43,Low,Light,Average,1,Healthy,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,7,Machine_Maintenance,58,None,Light,Poor,2,Healthy,Basic,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,27,Dyeing,36,None,Light,Good,1,Serious_Chronic,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,19,Dyeing,58,Low,Light,Average,1,Healthy,Advanced,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,6,Ironing,41,Medium,None,Average,0,Healthy,None,Day,Occasional,Low
Abdul Latif,Pallmall Group,10,Cutting,64,Low,Light,Poor,1,Healthy,Advanced,Evening,Occasional,High
Fariha Khan,Pallmall Group,19,Packaging,29,Medium,None,Average,0,Serious_Chronic,Advanced,Night,Rare,Medium
Shahidul Islam,Pallmall Group,15,Sewing,41,None,Light,Average,0,Minor_Chronic,Advanced,Evening,Rare,Low
Shamina Begum,Pallmall Group,3,Machine_Maintenance,60,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,5,Machine_Maintenance,62,Low,None,Poor,0,Healthy,Basic,Evening,Rare,High
Rahim Ahmed,Pallmall Group,21,Cutting,66,None,Light,Average,0,Healthy,Advanced,Day,Rare,Low
Nazia Sultana,Pallmall Group,25,Packaging,47,Medium,Light,Average,1,Healthy,Basic,Night,Rare,Medium
Mushfiqur Rahman,Pallmall Group,2,Dyeing,29,None,None,Poor,0,Healthy,Basic,Evening,Frequent,Medium
Rahim Ahmed,Pallmall Group,40,Cutting,68,None,Light,Poor,1,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,13,Supervisor,46,None,Heavy,Average,0,Healthy,None,Night,Occasional,Medium
Shahidul Islam,Pallmall Group,10,Sewing,64,High,Light,Good,0,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,17,Sewing,45,None,Heavy,Poor,0,Healthy,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,11,Ironing,43,None,Light,Average,0,Healthy,Basic,Night,Occasional,Low
Mushfiqur Rahman,Pallmall Group,22,Ironing,31,None,Light,Poor,2,Healthy,None,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,11,Dyeing,39,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,Medium
Abdul Latif,Pallmall Group,12,Packaging,56,None,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,24,Dyeing,34,None,Light,Poor,0,Serious_Chronic,Basic,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,18,Dyeing,41,None,Light,Average,0,Healthy,Advanced,Evening,Frequent,Low
Shamina Begum,Pallmall Group,35,Sewing,39,Low,Light,Good,0,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,7,Cutting,62,None,Light,Good,1,Healthy,Advanced,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,28,Sewing,32,None,Light,Poor,0,Healthy,Basic,Night,Frequent,Low
Rasel Hossain,Pallmall Group,31,Sewing,44,None,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,17,Ironing,59,Low,Light,Good,0,Healthy,Basic,Evening,Occasional,Low
Taslima Akter,Pallmall Group,5,Sewing,37,Low,Light,Poor,2,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,17,Sewing,44,Low,Heavy,Average,0,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,18,Sewing,32,High,Light,Poor,3,Minor_Chronic,Basic,Evening,Frequent,Medium
Shamina Begum,Pallmall Group,21,Machine_Maintenance,36,High,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,36,Machine_Maintenance,60,None,Light,Poor,0,Serious_Chronic,Advanced,Evening,Frequent,High
Fariha Khan,Pallmall Group,31,Dyeing,63,Medium,Heavy,Good,0,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,40,Machine_Maintenance,63,Low,None,Good,1,Healthy,Advanced,Day,Rare,Medium
Rasel Hossain,Pallmall Group,2,Packaging,45,Medium,Light,Average,0,Serious_Chronic,Basic,Evening,Rare,High
Mariam Noor,Pallmall Group,27,Dyeing,36,None,Light,Good,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,9,Sewing,56,Low,None,Average,1,Healthy,Advanced,Day,Frequent,Low
Mariam Noor,Pallmall Group,34,Packaging,41,None,Light,Poor,0,Healthy,Advanced,Night,Rare,Medium
Rahim Ahmed,Pallmall Group,28,Packaging,52,Medium,Light,Average,1,Healthy,Basic,Evening,Occasional,Low
Nazia Sultana,Pallmall Group,14,Dyeing,42,None,Heavy,Average,0,Healthy,Advanced,Day,Rare,Medium
Mariam Noor,Pallmall Group,32,Packaging,33,None,Light,Poor,0,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,6,Ironing,56,None,Light,Poor,1,Healthy,None,Day,Rare,Medium
Shahidul Islam,Pallmall Group,11,Packaging,42,None,Light,Good,3,Healthy,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,29,Machine_Maintenance,56,Low,Light,Good,0,Healthy,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,20,Cutting,31,None,Light,Good,1,Healthy,Advanced,Evening,Occasional,Low
Shamina Begum,Pallmall Group,30,Packaging,45,None,None,Poor,2,Healthy,None,Evening,Frequent,Medium
Nazia Sultana,Pallmall Group,23,Ironing,66,Medium,Light,Average,0,Healthy,Advanced,Day,Frequent,Low
Shahidul Islam,Pallmall Group,19,Packaging,43,None,Light,Poor,0,Healthy,Advanced,Day,Occasional,Low
Mariam Noor,Pallmall Group,36,Packaging,38,Low,Light,Good,0,Healthy,Basic,Night,Rare,Low
Taslima Akter,Pallmall Group,3,Sewing,41,None,None,Poor,0,Healthy,Basic,Night,Rare,Medium
Shahidul Islam,Pallmall Group,27,Dyeing,30,None,Light,Average,0,Healthy,Basic,Day,Rare,Low
Abdul Latif,Pallmall Group,19,Sewing,65,Medium,Light,Average,0,Healthy,Basic,Evening,Rare,Medium
Nazia Sultana,Pallmall Group,23,Packaging,45,Medium,Heavy,Good,1,Healthy,Advanced,Day,Occasional,Medium
Mariam Noor,Pallmall Group,31,Ironing,47,None,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Nazia Sultana,Pallmall Group,40,Packaging,52,High,Light,Average,0,Minor_Chronic,Basic,Evening,Frequent,Low
Mariam Noor,Pallmall Group,35,Sewing,65,Medium,Heavy,Average,1,Healthy,Basic,Day,Frequent,Medium
Taslima Akter,Pallmall Group,33,Dyeing,40,High,Light,Good,0,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,35,Sewing,31,None,Heavy,Poor,1,Healthy,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,1,Packaging,41,None,None,Good,0,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,14,Machine_Maintenance,60,Low,Light,Good,0,Serious_Chronic,Basic,Night,Rare,High
Shahidul Islam,Pallmall Group,33,Supervisor,55,Low,Light,Poor,1,Serious_Chronic,None,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,35,Packaging,64,None,Heavy,Poor,1,Healthy,Advanced,Day,Rare,High
Taslima Akter,Pallmall Group,5,Packaging,35,Medium,Light,Average,1,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,38,Sewing,61,None,Heavy,Poor,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,11,Cutting,32,None,Light,Average,0,Minor_Chronic,None,Night,Occasional,Medium
Shamina Begum,Pallmall Group,2,Ironing,32,None,Heavy,Average,1,Healthy,None,Night,Rare,High
Shahidul Islam,Pallmall Group,17,Packaging,58,Low,Light,Average,2,Healthy,Advanced,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,39,Machine_Maintenance,36,None,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Mariam Noor,Pallmall Group,20,Sewing,59,Medium,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,14,Machine_Maintenance,60,Low,Heavy,Average,0,Minor_Chronic,None,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,32,Packaging,30,Medium,Light,Good,0,Serious_Chronic,Basic,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,34,Dyeing,57,High,None,Poor,1,Minor_Chronic,Advanced,Day,Occasional,High
Rahim Ahmed,Pallmall Group,25,Sewing,39,Low,None,Average,1,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,7,Sewing,56,High,Light,Good,2,Healthy,Basic,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,35,Ironing,30,None,None,Average,1,Healthy,Advanced,Evening,Frequent,Low
Fariha Khan,Pallmall Group,29,Dyeing,53,None,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Abdul Latif,Pallmall Group,22,Sewing,57,None,Light,Poor,1,Healthy,None,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,13,Ironing,36,None,Light,Good,1,Healthy,Basic,Evening,Occasional,Low
Abdul Latif,Pallmall Group,13,Packaging,53,Medium,None,Average,0,Healthy,None,Evening,Rare,Medium
Shamina Begum,Pallmall Group,1,Packaging,29,None,Light,Good,0,Healthy,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,36,Machine_Maintenance,30,Low,Light,Good,2,Healthy,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,4,Cutting,31,Low,Light,Average,0,Minor_Chronic,Advanced,Night,Frequent,Medium
Fariha Khan,Pallmall Group,37,Cutting,52,Low,Light,Average,1,Healthy,None,Day,Rare,Medium
Abdul Latif,Pallmall Group,40,Packaging,40,None,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,13,Cutting,66,Medium,Light,Poor,1,Healthy,None,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,38,Sewing,62,None,Heavy,Average,0,Minor_Chronic,Basic,Day,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,24,Sewing,50,None,Light,Average,0,Healthy,None,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,19,Cutting,36,Low,Heavy,Average,2,Healthy,Basic,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,1,Sewing,29,Low,Light,Good,1,Healthy,Advanced,Night,Rare,High
Shahidul Islam,Pallmall Group,38,Cutting,68,None,Heavy,Poor,1,Healthy,None,Evening,Occasional,High
Rasel Hossain,Pallmall Group,5,Sewing,58,Medium,None,Average,1,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,16,Sewing,29,None,Light,Average,1,Minor_Chronic,Advanced,Evening,Occasional,Low
Mariam Noor,Pallmall Group,24,Dyeing,59,None,Light,Average,2,Healthy,Advanced,Night,Occasional,Medium
Shamina Begum,Pallmall Group,27,Dyeing,45,None,Light,Good,1,Minor_Chronic,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,1,Dyeing,40,Low,Light,Average,2,Healthy,Advanced,Day,Rare,High
Fariha Khan,Pallmall Group,34,Sewing,32,Low,Light,Average,1,Healthy,Basic,Day,Rare,Low
Shamina Begum,Pallmall Group,36,Sewing,37,None,Light,Average,2,Healthy,Basic,Night,Frequent,Medium
Nazia Sultana,Pallmall Group,4,Dyeing,52,None,Light,Poor,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,0,Dyeing,61,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,High
Mariam Noor,Pallmall Group,39,Ironing,64,None,Heavy,Average,2,Healthy,Advanced,Day,Frequent,Medium
Taslima Akter,Pallmall Group,11,Cutting,57,None,Light,Good,1,Healthy,Advanced,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,35,Machine_Maintenance,34,Low,Light,Good,0,Healthy,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,22,Cutting,33,None,Light,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Fariha Khan,Pallmall Group,30,Ironing,30,Medium,Heavy,Average,0,Serious_Chronic,Basic,Day,Frequent,High
Rahim Ahmed,Pallmall Group,10,Packaging,40,None,Light,Poor,0,Healthy,Basic,Day,Frequent,Low
Shamina Begum,Pallmall Group,9,Ironing,30,Low,Light,Poor,0,Healthy,None,Day,Occasional,Medium
Abdul Latif,Pallmall Group,2,Cutting,53,None,Light,Average,0,Healthy,Basic,Day,Frequent,Low
Rahim Ahmed,Pallmall Group,13,Cutting,51,Medium,Light,Average,1,Healthy,Advanced,Day,Rare,Low
Rasel Hossain,Pallmall Group,15,Packaging,33,None,Light,Poor,0,Serious_Chronic,Advanced,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,9,Sewing,39,Low,Heavy,Average,0,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,28,Sewing,63,Low,Heavy,Average,0,Healthy,Basic,Day,Frequent,Medium
Fariha Khan,Pallmall Group,9,Cutting,29,None,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,11,Packaging,38,None,Heavy,Average,0,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,29,Sewing,66,Low,Light,Poor,1,Healthy,Advanced,Day,Rare,High
Shahidul Islam,Pallmall Group,40,Supervisor,61,High,Light,Average,0,Serious_Chronic,Basic,Day,Rare,Medium
Rasel Hossain,Pallmall Group,0,Ironing,53,None,Light,Good,1,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,4,Supervisor,45,None,Light,Average,0,Healthy,Advanced,Night,Rare,Low
Rasel Hossain,Pallmall Group,19,Machine_Maintenance,48,Medium,Light,Good,2,Healthy,Advanced,Day,Occasional,Low
Mariam Noor,Pallmall Group,7,Ironing,63,None,None,Poor,0,Minor_Chronic,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,11,Sewing,67,High,Light,Average,1,Healthy,None,Day,Occasional,High
Fariha Khan,Pallmall Group,0,Sewing,49,Low,Light,Average,0,Healthy,Advanced,Night,Frequent,Medium
Rahim Ahmed,Pallmall Group,19,Sewing,57,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,27,Packaging,57,None,Light,Good,2,Healthy,Advanced,Evening,Occasional,Low
Mariam Noor,Pallmall Group,36,Sewing,35,None,None,Average,0,Minor_Chronic,Basic,Day,Rare,Low
Rasel Hossain,Pallmall Group,36,Cutting,61,Low,Light,Average,2,Healthy,Basic,Night,Occasional,Medium
Rasel Hossain,Pallmall Group,11,Cutting,36,Medium,Heavy,Average,1,Healthy,None,Day,Occasional,High
Mushfiqur Rahman,Pallmall Group,36,Machine_Maintenance,47,High,Light,Average,1,Healthy,Basic,Night,Rare,High
Fariha Khan,Pallmall Group,27,Sewing,67,None,Light,Average,0,Healthy,None,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,14,Sewing,52,None,Light,Average,2,Healthy,Basic,Evening,Occasional,Medium
Taslima Akter,Pallmall Group,5,Sewing,46,None,Heavy,Good,0,Serious_Chronic,Basic,Night,Rare,High
Fariha Khan,Pallmall Group,19,Machine_Maintenance,32,Medium,Light,Poor,0,Healthy,Basic,Night,Rare,High
Taslima Akter,Pallmall Group,13,Dyeing,38,None,None,Average,0,Minor_Chronic,Basic,Evening,Rare,Low
Mushfiqur Rahman,Pallmall Group,1,Sewing,42,None,Light,Average,1,Healthy,None,Day,Occasional,Medium
Fariha Khan,Pallmall Group,8,Sewing,35,None,None,Good,1,Serious_Chronic,Advanced,Day,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,36,Sewing,46,None,Heavy,Good,1,Healthy,None,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,19,Sewing,50,High,None,Average,0,Healthy,Basic,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,25,Machine_Maintenance,54,Low,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Nazia Sultana,Pallmall Group,28,Packaging,67,None,Light,Average,1,Healthy,Advanced,Evening,Rare,Low
Mariam Noor,Pallmall Group,0,Ironing,59,None,Heavy,Average,0,Healthy,Basic,Night,Occasional,High
